Date,Agent ID,Agent Name,Agent Attendance
07-01-2025,tel10004,Laurie Avila,Absent
07-01-2025,tel10005,Michael Williams,Present
07-01-2025,tel10006,William Miller,Present
07-01-2025,tel10007,Jesse Diaz,Present
07-01-2025,tel10008,Alexander Donovan,Present
07-01-2025,tel10009,Kathleen Estrada,Present
07-01-2025,tel10010,Derrick Anderson,Present
07-01-2025,tel10011,Candace Thomas,Present
07-01-2025,tel10012,Michael Dorsey,Present
07-01-2025,tel10013,Zachary Sweeney,Present
07-01-2025,tel10014,Robert Oconnor,Present
07-01-2025,tel10015,Kayla Reid,Present
07-01-2025,tel10016,Brian Henry,Present
07-01-2025,tel10017,Lee Vaughn,Present
07-01-2025,tel10018,James Clayton,Present
07-01-2025,tel10019,Amber Douglas,Present
07-01-2025,tel10020,Jessica Bennett,Present
07-01-2025,tel10021,Lisa Wood,Present
07-01-2025,tel10022,Jonathan Gregory,Present
07-01-2025,tel10023,Cory Roberts,Present
07-01-2025,tel10024,Donna Banks,Present
07-01-2025,tel10025,Ryan Kelly,Present
07-01-2025,tel10026,Sean Rios,Present
07-01-2025,tel10027,Jacob Davis,Present
07-01-2025,tel10028,Ashley Smith,Present
07-01-2025,tel10029,Daniel Frazier,Present
07-01-2025,tel10030,John Day,Present
07-01-2025,tel10031,Steven Long,Present
07-01-2025,tel10032,Anthony Bates,Present
07-01-2025,tel10033,Amy May,Present
07-01-2025,tel10034,Jasmine Peck,Present
07-01-2025,tel10035,Stacey Moore,Present
07-01-2025,tel10036,Steven Taylor,Present
07-01-2025,tel10037,James Mueller,Present
07-01-2025,tel10038,Peter Carter,Present
07-01-2025,tel10039,Crystal Davis,Absent
07-01-2025,tel10040,Andrew Hayes,Present
07-01-2025,tel10041,Kenneth Goodwin,Present
07-01-2025,tel10042,Craig Ortega,Present
07-01-2025,tel10043,Christine Murphy,Present
07-01-2025,tel10044,Christopher Beard,Present
07-01-2025,tel10045,Richard Boyer,Present
07-01-2025,tel10046,Alex Henry,Present
07-01-2025,tel10047,Timothy Bishop,Present
07-01-2025,tel10048,Michael Baker,Present
07-01-2025,tel10049,Vanessa Hansen,Present
07-01-2025,tel10050,Jessica Armstrong,Absent
07-01-2025,tel10051,Darrell Smith,Present
07-01-2025,tel10052,Julie Murray,Present
07-01-2025,tel10053,Alex Park,Present
07-01-2025,tel10054,Nathan Williams,Present
07-01-2025,tel10055,Joseph Brown,Present
07-01-2025,tel10056,Maxwell Munoz,Present
07-01-2025,tel10057,Joseph Washington,Present
07-01-2025,tel10058,Brian Johnson,Present
07-01-2025,tel10059,Louis Turner,Present
07-01-2025,tel10060,David Gray,Present
07-01-2025,tel10061,Gail Jackson,Present
07-01-2025,tel10062,Kim Shields,Present
07-01-2025,tel10063,Justin Durham,Present
07-01-2025,tel10064,Kenneth Miller,Present
07-01-2025,tel10065,Gabriel Allen,Present
07-01-2025,tel10066,Brian Burton,Present
07-01-2025,tel10067,Michael Hansen,Present
07-01-2025,tel10068,Madeline Hill,Present
07-01-2025,tel10069,Juan Matthews,Present
07-01-2025,tel10070,Jeanette Jackson,Present
07-01-2025,tel10071,Crystal Johnson,Present
07-01-2025,tel10072,Daniel Peters,Present
07-01-2025,tel10073,Benjamin Davis,Present
07-01-2025,tel10074,Jesse Jordan,Present
07-01-2025,tel10075,Michael Rowland,Present
07-01-2025,tel10076,Juan Thompson,Present
07-01-2025,tel10077,Jeffrey Key,Present
07-01-2025,tel10078,Ryan Pineda,Present
07-01-2025,tel10079,Jessica Murphy,Present
07-01-2025,tel10080,Arthur Hall,Present
07-01-2025,tel10081,Justin Gonzalez,Present
07-01-2025,tel10082,Eric Rangel,Present
07-01-2025,tel10083,Kristin Gonzalez,Present
07-01-2025,tel10084,Joseph Williams,Present
07-01-2025,tel10085,Robert Cobb,Present
07-01-2025,tel10086,Amber Myers,Present
07-01-2025,tel10087,Brandon Olson,Present
07-01-2025,tel10088,Kathleen Thompson,Present
07-01-2025,tel10089,Elijah Costa,Absent
07-01-2025,tel10090,Jody Perez,Present
07-01-2025,tel10091,Timothy Burns,Present
07-01-2025,tel10092,Connie Cruz,Present
07-01-2025,tel10093,Joseph Stone,Absent
07-01-2025,tel10094,Derek Nguyen,Present
07-01-2025,tel10095,Justin Jones,Absent
07-01-2025,tel10096,Ethan Smith,Present
07-01-2025,tel10097,Brandi Smith,Present
07-01-2025,tel10098,Peter Freeman,Present
07-01-2025,tel10099,John Henry,Present
08-01-2025,tel10000,Lisa Adams,Present
08-01-2025,tel10001,Raven Ruiz,Present
08-01-2025,tel10002,Joshua Green,Present
08-01-2025,tel10003,Brandon Travis,Present
08-01-2025,tel10004,Laurie Avila,Present
08-01-2025,tel10005,Michael Williams,Absent
08-01-2025,tel10006,William Miller,Present
08-01-2025,tel10007,Jesse Diaz,Present
08-01-2025,tel10008,Alexander Donovan,Present
08-01-2025,tel10009,Kathleen Estrada,Present
08-01-2025,tel10010,Derrick Anderson,Absent
08-01-2025,tel10011,Candace Thomas,Present
08-01-2025,tel10012,Michael Dorsey,Absent
08-01-2025,tel10013,Zachary Sweeney,Absent
08-01-2025,tel10014,Robert Oconnor,Absent
08-01-2025,tel10015,Kayla Reid,Present
08-01-2025,tel10016,Brian Henry,Present
08-01-2025,tel10017,Lee Vaughn,Present
08-01-2025,tel10018,James Clayton,Present
08-01-2025,tel10019,Amber Douglas,Present
08-01-2025,tel10020,Jessica Bennett,Present
08-01-2025,tel10021,Lisa Wood,Absent
08-01-2025,tel10022,Jonathan Gregory,Present
08-01-2025,tel10023,Cory Roberts,Present
08-01-2025,tel10024,Donna Banks,Present
08-01-2025,tel10025,Ryan Kelly,Present
08-01-2025,tel10026,Sean Rios,Present
08-01-2025,tel10027,Jacob Davis,Present
08-01-2025,tel10028,Ashley Smith,Present
08-01-2025,tel10029,Daniel Frazier,Present
08-01-2025,tel10030,John Day,Present
08-01-2025,tel10031,Steven Long,Present
08-01-2025,tel10032,Anthony Bates,Present
08-01-2025,tel10033,Amy May,Present
08-01-2025,tel10034,Jasmine Peck,Present
08-01-2025,tel10035,Stacey Moore,Present
08-01-2025,tel10036,Steven Taylor,Present
08-01-2025,tel10037,James Mueller,Present
08-01-2025,tel10038,Peter Carter,Present
08-01-2025,tel10039,Crystal Davis,Present
08-01-2025,tel10040,Andrew Hayes,Present
08-01-2025,tel10041,Kenneth Goodwin,Present
08-01-2025,tel10042,Craig Ortega,Present
08-01-2025,tel10043,Christine Murphy,Present
08-01-2025,tel10044,Christopher Beard,Present
08-01-2025,tel10045,Richard Boyer,Present
08-01-2025,tel10046,Alex Henry,Present
08-01-2025,tel10047,Timothy Bishop,Present
08-01-2025,tel10048,Michael Baker,Present
08-01-2025,tel10049,Vanessa Hansen,Present
08-01-2025,tel10050,Jessica Armstrong,Present
08-01-2025,tel10051,Darrell Smith,Present
08-01-2025,tel10052,Julie Murray,Present
08-01-2025,tel10053,Alex Park,Present
08-01-2025,tel10054,Nathan Williams,Absent
08-01-2025,tel10055,Joseph Brown,Present
08-01-2025,tel10056,Maxwell Munoz,Present
08-01-2025,tel10057,Joseph Washington,Present
08-01-2025,tel10058,Brian Johnson,Present
08-01-2025,tel10059,Louis Turner,Present
08-01-2025,tel10060,David Gray,Present
08-01-2025,tel10061,Gail Jackson,Present
08-01-2025,tel10062,Kim Shields,Present
08-01-2025,tel10063,Justin Durham,Present
08-01-2025,tel10064,Kenneth Miller,Present
08-01-2025,tel10065,Gabriel Allen,Present
08-01-2025,tel10066,Brian Burton,Present
08-01-2025,tel10067,Michael Hansen,Present
08-01-2025,tel10068,Madeline Hill,Present
08-01-2025,tel10069,Juan Matthews,Present
08-01-2025,tel10070,Jeanette Jackson,Present
08-01-2025,tel10071,Crystal Johnson,Present
08-01-2025,tel10072,Daniel Peters,Present
08-01-2025,tel10073,Benjamin Davis,Present
08-01-2025,tel10074,Jesse Jordan,Absent
08-01-2025,tel10075,Michael Rowland,Present
08-01-2025,tel10076,Juan Thompson,Absent
08-01-2025,tel10077,Jeffrey Key,Present
08-01-2025,tel10078,Ryan Pineda,Present
08-01-2025,tel10079,Jessica Murphy,Absent
08-01-2025,tel10080,Arthur Hall,Present
08-01-2025,tel10081,Justin Gonzalez,Present
08-01-2025,tel10082,Eric Rangel,Present
08-01-2025,tel10083,Kristin Gonzalez,Present
08-01-2025,tel10084,Joseph Williams,Present
08-01-2025,tel10085,Robert Cobb,Present
08-01-2025,tel10086,Amber Myers,Present
08-01-2025,tel10087,Brandon Olson,Absent
08-01-2025,tel10088,Kathleen Thompson,Present
08-01-2025,tel10089,Elijah Costa,Present
08-01-2025,tel10090,Jody Perez,Present
08-01-2025,tel10091,Timothy Burns,Present
08-01-2025,tel10092,Connie Cruz,Present
08-01-2025,tel10093,Joseph Stone,Absent
08-01-2025,tel10094,Derek Nguyen,Present
08-01-2025,tel10095,Justin Jones,Present
08-01-2025,tel10096,Ethan Smith,Present
08-01-2025,tel10097,Brandi Smith,Present
08-01-2025,tel10098,Peter Freeman,Present
08-01-2025,tel10099,John Henry,Present
09-01-2025,tel10000,Lisa Adams,Present
09-01-2025,tel10001,Raven Ruiz,Present
09-01-2025,tel10002,Joshua Green,Present
09-01-2025,tel10003,Brandon Travis,Present
09-01-2025,tel10004,Laurie Avila,Present
09-01-2025,tel10005,Michael Williams,Present
09-01-2025,tel10006,William Miller,Present
09-01-2025,tel10007,Jesse Diaz,Present
09-01-2025,tel10008,Alexander Donovan,Present
09-01-2025,tel10009,Kathleen Estrada,Present
09-01-2025,tel10010,Derrick Anderson,Present
09-01-2025,tel10011,Candace Thomas,Present
09-01-2025,tel10012,Michael Dorsey,Present
09-01-2025,tel10013,Zachary Sweeney,Present
09-01-2025,tel10014,Robert Oconnor,Absent
09-01-2025,tel10015,Kayla Reid,Present
09-01-2025,tel10016,Brian Henry,Present
09-01-2025,tel10017,Lee Vaughn,Present
09-01-2025,tel10018,James Clayton,Present
09-01-2025,tel10019,Amber Douglas,Present
09-01-2025,tel10020,Jessica Bennett,Present
09-01-2025,tel10021,Lisa Wood,Present
09-01-2025,tel10022,Jonathan Gregory,Present
09-01-2025,tel10023,Cory Roberts,Present
09-01-2025,tel10024,Donna Banks,Present
09-01-2025,tel10025,Ryan Kelly,Present
09-01-2025,tel10026,Sean Rios,Present
09-01-2025,tel10027,Jacob Davis,Present
09-01-2025,tel10028,Ashley Smith,Present
09-01-2025,tel10029,Daniel Frazier,Present
09-01-2025,tel10030,John Day,Present
09-01-2025,tel10031,Steven Long,Present
09-01-2025,tel10032,Anthony Bates,Present
09-01-2025,tel10033,Amy May,Absent
09-01-2025,tel10034,Jasmine Peck,Present
09-01-2025,tel10035,Stacey Moore,Present
09-01-2025,tel10036,Steven Taylor,Present
09-01-2025,tel10037,James Mueller,Absent
09-01-2025,tel10038,Peter Carter,Present
09-01-2025,tel10039,Crystal Davis,Present
09-01-2025,tel10040,Andrew Hayes,Present
09-01-2025,tel10041,Kenneth Goodwin,Absent
09-01-2025,tel10042,Craig Ortega,Present
09-01-2025,tel10043,Christine Murphy,Present
09-01-2025,tel10044,Christopher Beard,Present
09-01-2025,tel10045,Richard Boyer,Present
09-01-2025,tel10046,Alex Henry,Present
09-01-2025,tel10047,Timothy Bishop,Present
09-01-2025,tel10048,Michael Baker,Present
09-01-2025,tel10049,Vanessa Hansen,Present
09-01-2025,tel10050,Jessica Armstrong,Present
09-01-2025,tel10051,Darrell Smith,Present
09-01-2025,tel10052,Julie Murray,Present
09-01-2025,tel10053,Alex Park,Present
09-01-2025,tel10054,Nathan Williams,Present
09-01-2025,tel10055,Joseph Brown,Present
09-01-2025,tel10056,Maxwell Munoz,Present
09-01-2025,tel10057,Joseph Washington,Present
09-01-2025,tel10058,Brian Johnson,Present
09-01-2025,tel10059,Louis Turner,Present
09-01-2025,tel10060,David Gray,Absent
09-01-2025,tel10061,Gail Jackson,Present
09-01-2025,tel10062,Kim Shields,Present
09-01-2025,tel10063,Justin Durham,Present
09-01-2025,tel10064,Kenneth Miller,Present
09-01-2025,tel10065,Gabriel Allen,Present
09-01-2025,tel10066,Brian Burton,Present
09-01-2025,tel10067,Michael Hansen,Present
09-01-2025,tel10068,Madeline Hill,Present
09-01-2025,tel10069,Juan Matthews,Present
09-01-2025,tel10070,Jeanette Jackson,Present
09-01-2025,tel10071,Crystal Johnson,Present
09-01-2025,tel10072,Daniel Peters,Present
09-01-2025,tel10073,Benjamin Davis,Present
09-01-2025,tel10074,Jesse Jordan,Present
09-01-2025,tel10075,Michael Rowland,Present
09-01-2025,tel10076,Juan Thompson,Present
09-01-2025,tel10077,Jeffrey Key,Present
09-01-2025,tel10078,Ryan Pineda,Present
09-01-2025,tel10079,Jessica Murphy,Present
09-01-2025,tel10080,Arthur Hall,Present
09-01-2025,tel10081,Justin Gonzalez,Present
09-01-2025,tel10082,Eric Rangel,Present
09-01-2025,tel10083,Kristin Gonzalez,Present
09-01-2025,tel10084,Joseph Williams,Present
09-01-2025,tel10085,Robert Cobb,Present
09-01-2025,tel10086,Amber Myers,Present
09-01-2025,tel10087,Brandon Olson,Present
09-01-2025,tel10088,Kathleen Thompson,Absent
09-01-2025,tel10089,Elijah Costa,Present
09-01-2025,tel10090,Jody Perez,Present
09-01-2025,tel10091,Timothy Burns,Present
09-01-2025,tel10092,Connie Cruz,Present
09-01-2025,tel10093,Joseph Stone,Present
09-01-2025,tel10094,Derek Nguyen,Present
09-01-2025,tel10095,Justin Jones,Present
09-01-2025,tel10096,Ethan Smith,Present
09-01-2025,tel10097,Brandi Smith,Present
09-01-2025,tel10098,Peter Freeman,Present
09-01-2025,tel10099,John Henry,Present
10-01-2025,tel10000,Lisa Adams,Present
10-01-2025,tel10001,Raven Ruiz,Present
10-01-2025,tel10002,Joshua Green,Present
10-01-2025,tel10003,Brandon Travis,Present
10-01-2025,tel10004,Laurie Avila,Present
10-01-2025,tel10005,Michael Williams,Present
10-01-2025,tel10006,William Miller,Present
10-01-2025,tel10007,Jesse Diaz,Present
10-01-2025,tel10008,Alexander Donovan,Present
10-01-2025,tel10009,Kathleen Estrada,Present
10-01-2025,tel10010,Derrick Anderson,Present
10-01-2025,tel10011,Candace Thomas,Present
10-01-2025,tel10012,Michael Dorsey,Present
10-01-2025,tel10013,Zachary Sweeney,Present
10-01-2025,tel10014,Robert Oconnor,Present
10-01-2025,tel10015,Kayla Reid,Present
10-01-2025,tel10016,Brian Henry,Present
10-01-2025,tel10017,Lee Vaughn,Present
10-01-2025,tel10018,James Clayton,Present
10-01-2025,tel10019,Amber Douglas,Present
10-01-2025,tel10020,Jessica Bennett,Present
10-01-2025,tel10021,Lisa Wood,Present
10-01-2025,tel10022,Jonathan Gregory,Present
10-01-2025,tel10023,Cory Roberts,Present
10-01-2025,tel10024,Donna Banks,Present
10-01-2025,tel10025,Ryan Kelly,Present
10-01-2025,tel10026,Sean Rios,Absent
10-01-2025,tel10027,Jacob Davis,Present
10-01-2025,tel10028,Ashley Smith,Present
10-01-2025,tel10029,Daniel Frazier,Present
10-01-2025,tel10030,John Day,Present
10-01-2025,tel10031,Steven Long,Present
10-01-2025,tel10032,Anthony Bates,Present
10-01-2025,tel10033,Amy May,Present
10-01-2025,tel10034,Jasmine Peck,Present
10-01-2025,tel10035,Stacey Moore,Present
10-01-2025,tel10036,Steven Taylor,Present
10-01-2025,tel10037,James Mueller,Present
10-01-2025,tel10038,Peter Carter,Present
10-01-2025,tel10039,Crystal Davis,Present
10-01-2025,tel10040,Andrew Hayes,Present
10-01-2025,tel10041,Kenneth Goodwin,Present
10-01-2025,tel10042,Craig Ortega,Present
10-01-2025,tel10043,Christine Murphy,Present
10-01-2025,tel10044,Christopher Beard,Present
10-01-2025,tel10045,Richard Boyer,Present
10-01-2025,tel10046,Alex Henry,Present
10-01-2025,tel10047,Timothy Bishop,Present
10-01-2025,tel10048,Michael Baker,Present
10-01-2025,tel10049,Vanessa Hansen,Present
10-01-2025,tel10050,Jessica Armstrong,Present
10-01-2025,tel10051,Darrell Smith,Present
10-01-2025,tel10052,Julie Murray,Present
10-01-2025,tel10053,Alex Park,Present
10-01-2025,tel10054,Nathan Williams,Present
10-01-2025,tel10055,Joseph Brown,Present
10-01-2025,tel10056,Maxwell Munoz,Present
10-01-2025,tel10057,Joseph Washington,Present
10-01-2025,tel10058,Brian Johnson,Present
10-01-2025,tel10059,Louis Turner,Present
10-01-2025,tel10060,David Gray,Present
10-01-2025,tel10061,Gail Jackson,Present
10-01-2025,tel10062,Kim Shields,Present
10-01-2025,tel10063,Justin Durham,Present
10-01-2025,tel10064,Kenneth Miller,Present
10-01-2025,tel10065,Gabriel Allen,Present
10-01-2025,tel10066,Brian Burton,Present
10-01-2025,tel10067,Michael Hansen,Present
10-01-2025,tel10068,Madeline Hill,Present
10-01-2025,tel10069,Juan Matthews,Present
10-01-2025,tel10070,Jeanette Jackson,Present
10-01-2025,tel10071,Crystal Johnson,Present
10-01-2025,tel10072,Daniel Peters,Present
10-01-2025,tel10073,Benjamin Davis,Absent
10-01-2025,tel10074,Jesse Jordan,Present
10-01-2025,tel10075,Michael Rowland,Present
10-01-2025,tel10076,Juan Thompson,Present
10-01-2025,tel10077,Jeffrey Key,Present
10-01-2025,tel10078,Ryan Pineda,Present
10-01-2025,tel10079,Jessica Murphy,Present
10-01-2025,tel10080,Arthur Hall,Present
10-01-2025,tel10081,Justin Gonzalez,Present
10-01-2025,tel10082,Eric Rangel,Present
10-01-2025,tel10083,Kristin Gonzalez,Present
10-01-2025,tel10084,Joseph Williams,Present
10-01-2025,tel10085,Robert Cobb,Absent
10-01-2025,tel10086,Amber Myers,Present
10-01-2025,tel10087,Brandon Olson,Present
10-01-2025,tel10088,Kathleen Thompson,Present
10-01-2025,tel10089,Elijah Costa,Present
10-01-2025,tel10090,Jody Perez,Present
10-01-2025,tel10091,Timothy Burns,Present
10-01-2025,tel10092,Connie Cruz,Present
10-01-2025,tel10093,Joseph Stone,Present
10-01-2025,tel10094,Derek Nguyen,Present
10-01-2025,tel10095,Justin Jones,Present
10-01-2025,tel10096,Ethan Smith,Present
10-01-2025,tel10097,Brandi Smith,Present
10-01-2025,tel10098,Peter Freeman,Present
10-01-2025,tel10099,John Henry,Present
11-01-2025,tel10000,Lisa Adams,Present
11-01-2025,tel10001,Raven Ruiz,Present
11-01-2025,tel10002,Joshua Green,Present
11-01-2025,tel10003,Brandon Travis,Present
11-01-2025,tel10004,Laurie Avila,Present
11-01-2025,tel10005,Michael Williams,Present
11-01-2025,tel10006,William Miller,Present
11-01-2025,tel10007,Jesse Diaz,Present
11-01-2025,tel10008,Alexander Donovan,Present
11-01-2025,tel10009,Kathleen Estrada,Present
11-01-2025,tel10010,Derrick Anderson,Present
11-01-2025,tel10011,Candace Thomas,Present
11-01-2025,tel10012,Michael Dorsey,Present
11-01-2025,tel10013,Zachary Sweeney,Absent
11-01-2025,tel10014,Robert Oconnor,Present
11-01-2025,tel10015,Kayla Reid,Present
11-01-2025,tel10016,Brian Henry,Present
11-01-2025,tel10017,Lee Vaughn,Absent
11-01-2025,tel10018,James Clayton,Present
11-01-2025,tel10019,Amber Douglas,Present
11-01-2025,tel10020,Jessica Bennett,Present
11-01-2025,tel10021,Lisa Wood,Present
11-01-2025,tel10022,Jonathan Gregory,Present
11-01-2025,tel10023,Cory Roberts,Present
11-01-2025,tel10024,Donna Banks,Present
11-01-2025,tel10025,Ryan Kelly,Present
11-01-2025,tel10026,Sean Rios,Present
11-01-2025,tel10027,Jacob Davis,Present
11-01-2025,tel10028,Ashley Smith,Present
11-01-2025,tel10029,Daniel Frazier,Present
11-01-2025,tel10030,John Day,Present
11-01-2025,tel10031,Steven Long,Present
11-01-2025,tel10032,Anthony Bates,Present
11-01-2025,tel10033,Amy May,Present
11-01-2025,tel10034,Jasmine Peck,Present
11-01-2025,tel10035,Stacey Moore,Present
11-01-2025,tel10036,Steven Taylor,Present
11-01-2025,tel10037,James Mueller,Present
11-01-2025,tel10038,Peter Carter,Present
11-01-2025,tel10039,Crystal Davis,Present
11-01-2025,tel10040,Andrew Hayes,Present
11-01-2025,tel10041,Kenneth Goodwin,Present
11-01-2025,tel10042,Craig Ortega,Present
11-01-2025,tel10043,Christine Murphy,Present
11-01-2025,tel10044,Christopher Beard,Present
11-01-2025,tel10045,Richard Boyer,Present
11-01-2025,tel10046,Alex Henry,Present
11-01-2025,tel10047,Timothy Bishop,Present
11-01-2025,tel10048,Michael Baker,Present
11-01-2025,tel10049,Vanessa Hansen,Present
11-01-2025,tel10050,Jessica Armstrong,Present
11-01-2025,tel10051,Darrell Smith,Present
11-01-2025,tel10052,Julie Murray,Present
11-01-2025,tel10053,Alex Park,Present
11-01-2025,tel10054,Nathan Williams,Present
11-01-2025,tel10055,Joseph Brown,Present
11-01-2025,tel10056,Maxwell Munoz,Present
11-01-2025,tel10057,Joseph Washington,Present
11-01-2025,tel10058,Brian Johnson,Present
11-01-2025,tel10059,Louis Turner,Present
11-01-2025,tel10060,David Gray,Present
11-01-2025,tel10061,Gail Jackson,Present
11-01-2025,tel10062,Kim Shields,Present
11-01-2025,tel10063,Justin Durham,Present
11-01-2025,tel10064,Kenneth Miller,Present
11-01-2025,tel10065,Gabriel Allen,Present
11-01-2025,tel10066,Brian Burton,Present
11-01-2025,tel10067,Michael Hansen,Present
11-01-2025,tel10068,Madeline Hill,Present
11-01-2025,tel10069,Juan Matthews,Present
11-01-2025,tel10070,Jeanette Jackson,Present
11-01-2025,tel10071,Crystal Johnson,Present
11-01-2025,tel10072,Daniel Peters,Absent
11-01-2025,tel10073,Benjamin Davis,Present
11-01-2025,tel10074,Jesse Jordan,Present
11-01-2025,tel10075,Michael Rowland,Present
11-01-2025,tel10076,Juan Thompson,Present
11-01-2025,tel10077,Jeffrey Key,Present
11-01-2025,tel10078,Ryan Pineda,Present
11-01-2025,tel10079,Jessica Murphy,Present
11-01-2025,tel10080,Arthur Hall,Present
11-01-2025,tel10081,Justin Gonzalez,Present
11-01-2025,tel10082,Eric Rangel,Present
11-01-2025,tel10083,Kristin Gonzalez,Present
11-01-2025,tel10084,Joseph Williams,Present
11-01-2025,tel10085,Robert Cobb,Absent
11-01-2025,tel10086,Amber Myers,Present
11-01-2025,tel10087,Brandon Olson,Present
11-01-2025,tel10088,Kathleen Thompson,Present
11-01-2025,tel10089,Elijah Costa,Present
11-01-2025,tel10090,Jody Perez,Absent
11-01-2025,tel10091,Timothy Burns,Present
11-01-2025,tel10092,Connie Cruz,Present
11-01-2025,tel10093,Joseph Stone,Present
11-01-2025,tel10094,Derek Nguyen,Present
11-01-2025,tel10095,Justin Jones,Present
11-01-2025,tel10096,Ethan Smith,Present
11-01-2025,tel10097,Brandi Smith,Present
11-01-2025,tel10098,Peter Freeman,Present
11-01-2025,tel10099,John Henry,Present
12-01-2025,tel10000,Lisa Adams,Present
12-01-2025,tel10001,Raven Ruiz,Present
12-01-2025,tel10002,Joshua Green,Present
12-01-2025,tel10003,Brandon Travis,Present
12-01-2025,tel10004,Laurie Avila,Present
12-01-2025,tel10005,Michael Williams,Present
12-01-2025,tel10006,William Miller,Present
12-01-2025,tel10007,Jesse Diaz,Present
12-01-2025,tel10008,Alexander Donovan,Present
12-01-2025,tel10009,Kathleen Estrada,Present
12-01-2025,tel10010,Derrick Anderson,Present
12-01-2025,tel10011,Candace Thomas,Present
12-01-2025,tel10012,Michael Dorsey,Present
12-01-2025,tel10013,Zachary Sweeney,Present
12-01-2025,tel10014,Robert Oconnor,Present
12-01-2025,tel10015,Kayla Reid,Present
12-01-2025,tel10016,Brian Henry,Present
12-01-2025,tel10017,Lee Vaughn,Present
12-01-2025,tel10018,James Clayton,Present
12-01-2025,tel10019,Amber Douglas,Present
12-01-2025,tel10020,Jessica Bennett,Present
12-01-2025,tel10021,Lisa Wood,Present
12-01-2025,tel10022,Jonathan Gregory,Present
12-01-2025,tel10023,Cory Roberts,Present
12-01-2025,tel10024,Donna Banks,Present
12-01-2025,tel10025,Ryan Kelly,Present
12-01-2025,tel10026,Sean Rios,Present
12-01-2025,tel10027,Jacob Davis,Present
12-01-2025,tel10028,Ashley Smith,Present
12-01-2025,tel10029,Daniel Frazier,Present
12-01-2025,tel10030,John Day,Present
12-01-2025,tel10031,Steven Long,Present
12-01-2025,tel10032,Anthony Bates,Present
12-01-2025,tel10033,Amy May,Present
12-01-2025,tel10034,Jasmine Peck,Present
12-01-2025,tel10035,Stacey Moore,Present
12-01-2025,tel10036,Steven Taylor,Present
12-01-2025,tel10037,James Mueller,Present
12-01-2025,tel10038,Peter Carter,Present
12-01-2025,tel10039,Crystal Davis,Present
12-01-2025,tel10040,Andrew Hayes,Present
12-01-2025,tel10041,Kenneth Goodwin,Present
12-01-2025,tel10042,Craig Ortega,Present
12-01-2025,tel10043,Christine Murphy,Present
12-01-2025,tel10044,Christopher Beard,Present
12-01-2025,tel10045,Richard Boyer,Present
12-01-2025,tel10046,Alex Henry,Present
12-01-2025,tel10047,Timothy Bishop,Present
12-01-2025,tel10048,Michael Baker,Present
12-01-2025,tel10049,Vanessa Hansen,Present
12-01-2025,tel10050,Jessica Armstrong,Present
12-01-2025,tel10051,Darrell Smith,Present
12-01-2025,tel10052,Julie Murray,Present
12-01-2025,tel10053,Alex Park,Present
12-01-2025,tel10054,Nathan Williams,Present
12-01-2025,tel10055,Joseph Brown,Present
12-01-2025,tel10056,Maxwell Munoz,Present
12-01-2025,tel10057,Joseph Washington,Present
12-01-2025,tel10058,Brian Johnson,Present
12-01-2025,tel10059,Louis Turner,Present
12-01-2025,tel10060,David Gray,Present
12-01-2025,tel10061,Gail Jackson,Present
12-01-2025,tel10062,Kim Shields,Present
12-01-2025,tel10063,Justin Durham,Absent
12-01-2025,tel10064,Kenneth Miller,Present
12-01-2025,tel10065,Gabriel Allen,Present
12-01-2025,tel10066,Brian Burton,Present
12-01-2025,tel10067,Michael Hansen,Present
12-01-2025,tel10068,Madeline Hill,Present
12-01-2025,tel10069,Juan Matthews,Present
12-01-2025,tel10070,Jeanette Jackson,Present
12-01-2025,tel10071,Crystal Johnson,Present
12-01-2025,tel10072,Daniel Peters,Present
12-01-2025,tel10073,Benjamin Davis,Present
12-01-2025,tel10074,Jesse Jordan,Present
12-01-2025,tel10075,Michael Rowland,Present
12-01-2025,tel10076,Juan Thompson,Present
12-01-2025,tel10077,Jeffrey Key,Present
12-01-2025,tel10078,Ryan Pineda,Present
12-01-2025,tel10079,Jessica Murphy,Present
12-01-2025,tel10080,Arthur Hall,Present
12-01-2025,tel10081,Justin Gonzalez,Present
12-01-2025,tel10082,Eric Rangel,Present
12-01-2025,tel10083,Kristin Gonzalez,Present
12-01-2025,tel10084,Joseph Williams,Present
12-01-2025,tel10085,Robert Cobb,Present
12-01-2025,tel10086,Amber Myers,Present
12-01-2025,tel10087,Brandon Olson,Present
12-01-2025,tel10088,Kathleen Thompson,Present
12-01-2025,tel10089,Elijah Costa,Present
12-01-2025,tel10090,Jody Perez,Present
12-01-2025,tel10091,Timothy Burns,Present
12-01-2025,tel10092,Connie Cruz,Present
12-01-2025,tel10093,Joseph Stone,Present
12-01-2025,tel10094,Derek Nguyen,Present
12-01-2025,tel10095,Justin Jones,Present
12-01-2025,tel10096,Ethan Smith,Present
12-01-2025,tel10097,Brandi Smith,Present
12-01-2025,tel10098,Peter Freeman,Present
12-01-2025,tel10099,John Henry,Present
13-01-2025,tel10000,Lisa Adams,Present
13-01-2025,tel10001,Raven Ruiz,Present
13-01-2025,tel10002,Joshua Green,Absent
13-01-2025,tel10003,Brandon Travis,Present
13-01-2025,tel10004,Laurie Avila,Present
13-01-2025,tel10005,Michael Williams,Present
13-01-2025,tel10006,William Miller,Present
13-01-2025,tel10007,Jesse Diaz,Present
